  scharmu,,schulz,  
X,Y,X,Y  
9.633027522935775, 0.19348469891411568,  9.871559633027516, 0.4185587364264549
9.266055045871559, 0.18953603158933863,  11.61467889908256,  0.4975320829220147
7.77981651376146,   0.3830207305034552,  11.449541284403669, 0.3277393879565649
7.064220183486233, 0.24086870681145278,  9.871559633027518, 0.2606120434353407
5.908256880733937, 0.14610069101678125,  9.90825688073394,  0.21717670286278423
5.798165137614671,0.011846001974334719,  8.770642201834859, 0.17374136229022596
4.788990825688065, 0.09476801579467065,  8.623853211009171, 0.12635735439289153
4.623853211009167,  0.0789733464955571,  8.385321100917428, 0.08292201382033593
4.1651376146788905,0.08292201382033504,  7.743119266055038, 0.12240868706811447
3.7247706422018263,-0.003948667324777055,7.669724770642196, 0.07897334649555887
3.04587155963302,  0.015794669299111774, 7.651376146788985, 0.039486673247779436
3.2660550458715516,-0.003948667324778832,7.19266055045871,  0.06712734452122326
3.229357798165129, 0.059230009871668265, 6.899082568807334, 0.07502467917077915
3.7431192660550368,0.09081934846989181,  6.275229357798158, 0.19348469891411568
4.715596330275224, 0.011846001974335607, 7.045871559633024, 0.2250740375123419
6.366972477064213, 0.18558736426456157,  5.43119266055045,  0.16584402764067008
6.220183486238524, 0.03553800592300327,  5.082568807339442, 0.11056268509377976
9.412844036697246, 0.2961500493583413,   4.935779816513751, 0.023692003948666773
11.13761467889908,  0.4975320829220147,  3.9633027522935658,0.05923000987167093
8.715596330275224, 0.2843040473840084,   3.8165137614678777,0.09081934846989181
,,3.6330275229357705,0.08687068114511387
,,3.1192660550458617,0.023692003948666773
,,4.183486238532104, 0.01184600197433383
,,6.403669724770646, 0.011846001974335607
,,6.733944954128432, 0.1776900296150048
,,7.596330275229352, 0.30799605133267516
,,10.385321100917432, 0.3909180651530102
,,11.651376146789007, 0.6120434353405697
,,8.09174311926605,  0.33168805528134193
